Name,URI,Region GSS code,Period,Sales volume,Reporting period,House price index All property types,Pivotable date
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,Nov-15,320,monthly,113.9,01/11/2015
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,Nov-15,277,monthly,109.43,01/11/2015
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,Nov-15,197,monthly,105.93,01/11/2015
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,Nov-15,160,monthly,98.61,01/11/2015
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,Nov-15,222,monthly,105.18,01/11/2015
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,Dec-15,302,monthly,115,01/12/2015
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,Dec-15,280,monthly,110.04,01/12/2015
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,Dec-15,198,monthly,103.59,01/12/2015
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,Dec-15,217,monthly,96.31,01/12/2015
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,Dec-15,229,monthly,107.89,01/12/2015
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,Jan-16,271,monthly,116.2,01/01/2016
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,Jan-16,192,monthly,112.14,01/01/2016
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,Jan-16,170,monthly,103.6,01/01/2016
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,Jan-16,170,monthly,101.67,01/01/2016
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,Jan-16,170,monthly,108.98,01/01/2016
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,Feb-16,274,monthly,118.22,01/02/2016
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,Feb-16,204,monthly,112.49,01/02/2016
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,Feb-16,172,monthly,101.95,01/02/2016
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,Feb-16,141,monthly,98.57,01/02/2016
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,Feb-16,209,monthly,109.7,01/02/2016
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,Mar-16,604,monthly,119.14,01/03/2016
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,Mar-16,490,monthly,114.05,01/03/2016
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,Mar-16,529,monthly,104.82,01/03/2016
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,Mar-16,491,monthly,100.44,01/03/2016
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,Mar-16,416,monthly,110.32,01/03/2016
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,Apr-16,172,monthly,119.31,01/04/2016
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,Apr-16,189,monthly,114.29,01/04/2016
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,Apr-16,163,monthly,103.93,01/04/2016
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,Apr-16,95,monthly,99.24,01/04/2016
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,Apr-16,115,monthly,111.98,01/04/2016
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,May-16,210,monthly,120.09,01/05/2016
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,May-16,167,monthly,117.17,01/05/2016
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,May-16,141,monthly,104.78,01/05/2016
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,May-16,90,monthly,97.67,01/05/2016
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,May-16,129,monthly,114.51,01/05/2016
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,Jun-16,249,monthly,121.52,01/06/2016
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,Jun-16,231,monthly,116.06,01/06/2016
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,Jun-16,153,monthly,102.65,01/06/2016
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,Jun-16,124,monthly,94.9,01/06/2016
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,Jun-16,165,monthly,116.08,01/06/2016
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,Jul-16,281,monthly,123.38,01/07/2016
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,Jul-16,205,monthly,118.04,01/07/2016
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,Jul-16,221,monthly,105.29,01/07/2016
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,Jul-16,105,monthly,93.62,01/07/2016
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,Jul-16,203,monthly,116.45,01/07/2016
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,Aug-16,351,monthly,123.25,01/08/2016
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,Aug-16,211,monthly,118.76,01/08/2016
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,Aug-16,161,monthly,106.73,01/08/2016
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,Aug-16,96,monthly,91.89,01/08/2016
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,Aug-16,176,monthly,115.06,01/08/2016
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,Sep-16,235,monthly,122.76,01/09/2016
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,Sep-16,289,monthly,116.01,01/09/2016
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,Sep-16,163,monthly,104.98,01/09/2016
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,Sep-16,114,monthly,93.4,01/09/2016
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,Sep-16,143,monthly,113.08,01/09/2016
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,Oct-16,252,monthly,123.06,01/10/2016
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,Oct-16,264,monthly,114.7,01/10/2016
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,Oct-16,156,monthly,102.97,01/10/2016
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,Oct-16,104,monthly,92.71,01/10/2016
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,Oct-16,149,monthly,113.43,01/10/2016
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,Nov-16,286,monthly,123.34,01/11/2016
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,Nov-16,251,monthly,113.25,01/11/2016
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,Nov-16,148,monthly,103.45,01/11/2016
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,Nov-16,125,monthly,98.63,01/11/2016
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,Nov-16,152,monthly,114.05,01/11/2016
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,Dec-16,241,monthly,124.46,01/12/2016
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,Dec-16,251,monthly,116.81,01/12/2016
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,Dec-16,163,monthly,105.12,01/12/2016
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,Dec-16,172,monthly,103.34,01/12/2016
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,Dec-16,188,monthly,114.99,01/12/2016
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,Jan-17,211,monthly,124.13,01/01/2017
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,Jan-17,158,monthly,119.1,01/01/2017
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,Jan-17,133,monthly,103.77,01/01/2017
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,Jan-17,136,monthly,106.17,01/01/2017
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,Jan-17,121,monthly,114.15,01/01/2017
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,Feb-17,236,monthly,125.38,01/02/2017
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,Feb-17,178,monthly,119.48,01/02/2017
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,Feb-17,115,monthly,100.99,01/02/2017
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,Feb-17,109,monthly,107.53,01/02/2017
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,Feb-17,141,monthly,115.13,01/02/2017
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,Mar-17,274,monthly,125.06,01/03/2017
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,Mar-17,257,monthly,122.47,01/03/2017
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,Mar-17,158,monthly,100.85,01/03/2017
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,Mar-17,152,monthly,105.08,01/03/2017
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,Mar-17,181,monthly,113.68,01/03/2017
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,Apr-17,234,monthly,124.6,01/04/2017
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,Apr-17,199,monthly,122.44,01/04/2017
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,Apr-17,127,monthly,103.68,01/04/2017
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,Apr-17,124,monthly,106.58,01/04/2017
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,Apr-17,133,monthly,114.96,01/04/2017
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,May-17,308,monthly,123.74,01/05/2017
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,May-17,171,monthly,120.81,01/05/2017
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,May-17,116,monthly,107.01,01/05/2017
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,May-17,125,monthly,105.7,01/05/2017
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,May-17,184,monthly,114.92,01/05/2017
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,Jun-17,294,monthly,124.2,01/06/2017
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,Jun-17,217,monthly,117.91,01/06/2017
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,Jun-17,173,monthly,107.97,01/06/2017
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,Jun-17,171,monthly,102.13,01/06/2017
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,Jun-17,178,monthly,116.83,01/06/2017
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,Jul-17,284,monthly,125.82,01/07/2017
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,Jul-17,183,monthly,117.73,01/07/2017
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,Jul-17,151,monthly,108.36,01/07/2017
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,Jul-17,123,monthly,99.3,01/07/2017
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,Jul-17,196,monthly,116.03,01/07/2017
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,Aug-17,354,monthly,125.4,01/08/2017
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,Aug-17,232,monthly,120.07,01/08/2017
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,Aug-17,167,monthly,109.3,01/08/2017
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,Aug-17,124,monthly,95.75,01/08/2017
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,Aug-17,221,monthly,115.67,01/08/2017
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,Sep-17,286,monthly,126.87,01/09/2017
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,Sep-17,305,monthly,118.57,01/09/2017
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,Sep-17,160,monthly,108.82,01/09/2017
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,Sep-17,137,monthly,96.71,01/09/2017
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,Sep-17,154,monthly,116.65,01/09/2017
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,Oct-17,265,monthly,126.55,01/10/2017
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,Oct-17,266,monthly,118.56,01/10/2017
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,Oct-17,127,monthly,106.75,01/10/2017
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,Oct-17,111,monthly,97.32,01/10/2017
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,Oct-17,156,monthly,116.69,01/10/2017
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,Nov-17,279,monthly,125.64,01/11/2017
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,Nov-17,265,monthly,117.77,01/11/2017
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,Nov-17,132,monthly,104.55,01/11/2017
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,Nov-17,115,monthly,102.36,01/11/2017
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,Nov-17,188,monthly,115.44,01/11/2017
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,Dec-17,286,monthly,123.79,01/12/2017
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,Dec-17,229,monthly,120.56,01/12/2017
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,Dec-17,135,monthly,103.74,01/12/2017
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,Dec-17,138,monthly,103.87,01/12/2017
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,Dec-17,154,monthly,113.73,01/12/2017
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,Jan-18,223,monthly,122.48,01/01/2018
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,Jan-18,204,monthly,120.23,01/01/2018
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,Jan-18,120,monthly,105.83,01/01/2018
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,Jan-18,129,monthly,111.42,01/01/2018
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,Jan-18,140,monthly,114.78,01/01/2018
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,Feb-18,236,monthly,123.17,01/02/2018
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,Feb-18,159,monthly,119.85,01/02/2018
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,Feb-18,117,monthly,104.98,01/02/2018
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,Feb-18,89,monthly,104.99,01/02/2018
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,Feb-18,120,monthly,115.41,01/02/2018
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,Mar-18,277,monthly,122.88,01/03/2018
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,Mar-18,207,monthly,117.55,01/03/2018
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,Mar-18,133,monthly,105.78,01/03/2018
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,Mar-18,125,monthly,106.03,01/03/2018
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,Mar-18,181,monthly,115.82,01/03/2018
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,Apr-18,249,monthly,123.6,01/04/2018
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,Apr-18,160,monthly,115.66,01/04/2018
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,Apr-18,124,monthly,103.42,01/04/2018
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,Apr-18,117,monthly,100.89,01/04/2018
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,Apr-18,128,monthly,115.7,01/04/2018
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,May-18,204,monthly,124.5,01/05/2018
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,May-18,155,monthly,116.52,01/05/2018
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,May-18,131,monthly,105.63,01/05/2018
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,May-18,86,monthly,99.11,01/05/2018
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,May-18,165,monthly,117.48,01/05/2018
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,Jun-18,237,monthly,125.82,01/06/2018
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,Jun-18,202,monthly,119.34,01/06/2018
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,Jun-18,119,monthly,106.3,01/06/2018
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,Jun-18,133,monthly,99.48,01/06/2018
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,Jun-18,183,monthly,119.76,01/06/2018
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,Jul-18,241,monthly,125.92,01/07/2018
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,Jul-18,235,monthly,120.6,01/07/2018
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,Jul-18,159,monthly,109.97,01/07/2018
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,Jul-18,119,monthly,101.64,01/07/2018
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,Jul-18,181,monthly,119.52,01/07/2018
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,Aug-18,312,monthly,125.45,01/08/2018
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,Aug-18,232,monthly,118.25,01/08/2018
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,Aug-18,190,monthly,108.36,01/08/2018
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,Aug-18,103,monthly,107.97,01/08/2018
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,Aug-18,218,monthly,118.31,01/08/2018
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,Sep-18,251,monthly,124.29,01/09/2018
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,Sep-18,201,monthly,115.86,01/09/2018
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,Sep-18,188,monthly,107.17,01/09/2018
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,Sep-18,117,monthly,105.69,01/09/2018
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,Sep-18,169,monthly,116.09,01/09/2018
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,Oct-18,284,monthly,123.58,01/10/2018
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,Oct-18,192,monthly,117.11,01/10/2018
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,Oct-18,154,monthly,103.03,01/10/2018
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,Oct-18,133,monthly,102.61,01/10/2018
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,Oct-18,227,monthly,115.32,01/10/2018
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,Nov-18,285,monthly,123.18,01/11/2018
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,Nov-18,202,monthly,119.64,01/11/2018
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,Nov-18,171,monthly,103.04,01/11/2018
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,Nov-18,91,monthly,103.8,01/11/2018
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,Nov-18,201,monthly,115.17,01/11/2018
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,Dec-18,220,monthly,124.29,01/12/2018
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,Dec-18,154,monthly,119.81,01/12/2018
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,Dec-18,146,monthly,101.15,01/12/2018
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,Dec-18,84,monthly,102.45,01/12/2018
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,Dec-18,181,monthly,113.77,01/12/2018
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,Jan-19,211,monthly,125.04,01/01/2019
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,Jan-19,158,monthly,118.47,01/01/2019
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,Jan-19,128,monthly,103.08,01/01/2019
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,Jan-19,117,monthly,97.87,01/01/2019
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,Jan-19,153,monthly,112.91,01/01/2019
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,Feb-19,174,monthly,125.12,01/02/2019
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,Feb-19,147,monthly,116.51,01/02/2019
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,Feb-19,156,monthly,101.74,01/02/2019
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,Feb-19,94,monthly,95.93,01/02/2019
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,Feb-19,166,monthly,111.35,01/02/2019
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,Mar-19,250,monthly,123.91,01/03/2019
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,Mar-19,187,monthly,117.34,01/03/2019
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,Mar-19,167,monthly,101.94,01/03/2019
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,Mar-19,107,monthly,92.79,01/03/2019
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,Mar-19,191,monthly,111.17,01/03/2019
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,Apr-19,215,monthly,122.39,01/04/2019
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,Apr-19,161,monthly,117.9,01/04/2019
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,Apr-19,132,monthly,100.7,01/04/2019
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,Apr-19,102,monthly,96.21,01/04/2019
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,Apr-19,143,monthly,111.11,01/04/2019
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,May-19,261,monthly,121.23,01/05/2019
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,May-19,140,monthly,118.61,01/05/2019
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,May-19,147,monthly,101.65,01/05/2019
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,May-19,114,monthly,93.46,01/05/2019
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,May-19,170,monthly,110.67,01/05/2019
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,Jun-19,299,monthly,119.71,01/06/2019
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,Jun-19,147,monthly,119.46,01/06/2019
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,Jun-19,172,monthly,101.64,01/06/2019
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,Jun-19,115,monthly,97.91,01/06/2019
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,Jun-19,161,monthly,113.4,01/06/2019
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,Jul-19,230,monthly,120.53,01/07/2019
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,Jul-19,138,monthly,118.62,01/07/2019
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,Jul-19,189,monthly,102.31,01/07/2019
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,Jul-19,140,monthly,96.41,01/07/2019
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,Jul-19,215,monthly,117.47,01/07/2019
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,Aug-19,272,monthly,120.19,01/08/2019
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,Aug-19,202,monthly,120.67,01/08/2019
