Name,URI,Region GSS code,Period,Sales volume,Reporting period,House price index All property types,Pivotable date
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,Jul-23,497,monthly,96.03,01/07/2014
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,Aug-23,261,monthly,103.16,01/08/2014
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,Aug-23,552,monthly,98.26,01/08/2014
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,Aug-23,349,monthly,102.5,01/08/2014
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,Aug-23,359,monthly,96.48,01/08/2014
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,Aug-23,428,monthly,98.85,01/08/2014
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,Sep-23,232,monthly,104.38,01/09/2014
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,Sep-23,539,monthly,100.57,01/09/2014
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,Sep-23,288,monthly,102.77,01/09/2014
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,Sep-23,336,monthly,97.75,01/09/2014
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,Sep-23,405,monthly,98.21,01/09/2014
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,Oct-23,232,monthly,101.42,01/10/2014
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,Oct-23,541,monthly,101.99,01/10/2014
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,Oct-23,318,monthly,101.07,01/10/2014
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,Oct-23,345,monthly,98.94,01/10/2014
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,Oct-23,373,monthly,98.89,01/10/2014
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,Nov-23,164,monthly,100.02,01/11/2014
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,Nov-23,460,monthly,101.01,01/11/2014
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,Nov-23,276,monthly,100.21,01/11/2014
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,Nov-23,323,monthly,99.18,01/11/2014
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,Nov-23,320,monthly,98.21,01/11/2014
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,Dec-23,190,monthly,98.94,01/12/2014
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,Dec-23,439,monthly,100.49,01/12/2014
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,Dec-23,284,monthly,100.11,01/12/2014
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,Dec-23,274,monthly,99.69,01/12/2014
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,Dec-23,348,monthly,98.57,01/12/2014
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,Jan-23,181,monthly,100,01/01/2015
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,Jan-23,403,monthly,100,01/01/2015
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,Jan-23,289,monthly,100,01/01/2015
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,Jan-23,272,monthly,100,01/01/2015
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,Jan-23,351,monthly,100,01/01/2015
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,Feb-23,153,monthly,99.93,01/02/2015
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,Feb-23,412,monthly,100.46,01/02/2015
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,Feb-23,213,monthly,99.91,01/02/2015
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,Feb-23,281,monthly,100.2,01/02/2015
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,Feb-23,367,monthly,99.88,01/02/2015
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,Mar-23,224,monthly,98.34,01/03/2015
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,Mar-23,479,monthly,101.36,01/03/2015
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,Mar-23,283,monthly,99.82,01/03/2015
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,Mar-23,321,monthly,101.05,01/03/2015
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,Mar-23,290,monthly,99.25,01/03/2015
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,Apr-23,160,monthly,97.39,01/04/2015
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,Apr-23,415,monthly,102.44,01/04/2015
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,Apr-23,269,monthly,101.56,01/04/2015
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,Apr-23,265,monthly,101.8,01/04/2015
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,Apr-23,242,monthly,98.76,01/04/2015
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,May-23,187,monthly,96.88,01/05/2015
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,May-23,489,monthly,103.03,01/05/2015
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,May-23,294,monthly,102.42,01/05/2015
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,May-23,327,monthly,102.74,01/05/2015
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,May-23,286,monthly,100.73,01/05/2015
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,Jun-23,199,monthly,100.06,01/06/2015
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,Jun-23,492,monthly,103.83,01/06/2015
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,Jun-23,365,monthly,104.33,01/06/2015
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,Jun-23,286,monthly,103.94,01/06/2015
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,Jun-23,324,monthly,103.33,01/06/2015
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,Jul-23,273,monthly,103.05,01/07/2015
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,Jul-23,554,monthly,106.02,01/07/2015
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,Jul-23,381,monthly,106.58,01/07/2015
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,Jul-23,398,monthly,106.11,01/07/2015
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,Jul-23,411,monthly,106.56,01/07/2015
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,Aug-23,214,monthly,106.5,01/08/2015
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,Aug-23,494,monthly,108.41,01/08/2015
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,Aug-23,340,monthly,108.11,01/08/2015
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,Aug-23,317,monthly,108.87,01/08/2015
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,Aug-23,325,monthly,107.42,01/08/2015
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,Sep-23,243,monthly,108.26,01/09/2015
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,Sep-23,538,monthly,110.86,01/09/2015
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,Sep-23,306,monthly,110.07,01/09/2015
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,Sep-23,337,monthly,110.81,01/09/2015
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,Sep-23,427,monthly,107.64,01/09/2015
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,Oct-23,216,monthly,107.61,01/10/2015
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,Oct-23,510,monthly,111.93,01/10/2015
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,Oct-23,326,monthly,112.19,01/10/2015
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,Oct-23,341,monthly,111.94,01/10/2015
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,Oct-23,379,monthly,108.06,01/10/2015
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,Nov-23,249,monthly,106.1,01/11/2015
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,Nov-23,505,monthly,113.05,01/11/2015
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,Nov-23,273,monthly,115.04,01/11/2015
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,Nov-23,323,monthly,112.55,01/11/2015
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,Nov-23,443,monthly,109.29,01/11/2015
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,Dec-23,188,monthly,103.51,01/12/2015
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,Dec-23,475,monthly,114.43,01/12/2015
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,Dec-23,330,monthly,115.41,01/12/2015
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,Dec-23,303,monthly,113.78,01/12/2015
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,Dec-23,456,monthly,113.47,01/12/2015
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,Jan-23,171,monthly,105.04,01/01/2016
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,Jan-23,375,monthly,115.23,01/01/2016
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,Jan-23,255,monthly,114.09,01/01/2016
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,Jan-23,291,monthly,115.23,01/01/2016
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,Jan-23,263,monthly,115.08,01/01/2016
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,Feb-23,169,monthly,107.52,01/02/2016
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,Feb-23,413,monthly,116.97,01/02/2016
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,Feb-23,245,monthly,114.28,01/02/2016
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,Feb-23,248,monthly,116.37,01/02/2016
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,Feb-23,334,monthly,115.21,01/02/2016
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,Mar-23,438,monthly,111.04,01/03/2016
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,Mar-23,832,monthly,118.43,01/03/2016
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,Mar-23,557,monthly,114.72,01/03/2016
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,Mar-23,612,monthly,117.76,01/03/2016
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,Mar-23,579,monthly,113.54,01/03/2016
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,Apr-23,133,monthly,108.9,01/04/2016
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,Apr-23,312,monthly,120.56,01/04/2016
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,Apr-23,150,monthly,115.72,01/04/2016
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,Apr-23,157,monthly,119.66,01/04/2016
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,Apr-23,207,monthly,115.56,01/04/2016
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,May-23,114,monthly,104.89,01/05/2016
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,May-23,389,monthly,122.16,01/05/2016
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,May-23,200,monthly,113.94,01/05/2016
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,May-23,209,monthly,120.89,01/05/2016
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,May-23,198,monthly,118.55,01/05/2016
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,Jun-23,193,monthly,100.15,01/06/2016
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,Jun-23,411,monthly,124.12,01/06/2016
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,Jun-23,247,monthly,115.72,01/06/2016
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,Jun-23,243,monthly,121.59,01/06/2016
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,Jun-23,306,monthly,119.94,01/06/2016
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,Jul-23,163,monthly,97.95,01/07/2016
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,Jul-23,487,monthly,126,01/07/2016
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,Jul-23,217,monthly,116.02,01/07/2016
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,Jul-23,260,monthly,122.72,01/07/2016
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,Jul-23,258,monthly,119.56,01/07/2016
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,Aug-23,136,monthly,99.97,01/08/2016
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,Aug-23,491,monthly,128.01,01/08/2016
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,Aug-23,276,monthly,117.33,01/08/2016
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,Aug-23,281,monthly,124.7,01/08/2016
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,Aug-23,392,monthly,119.52,01/08/2016
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,Sep-23,157,monthly,102.23,01/09/2016
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,Sep-23,436,monthly,127.79,01/09/2016
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,Sep-23,291,monthly,115.79,01/09/2016
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,Sep-23,253,monthly,127.1,01/09/2016
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,Sep-23,317,monthly,119.19,01/09/2016
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,Oct-23,162,monthly,104.6,01/10/2016
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,Oct-23,430,monthly,127.44,01/10/2016
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,Oct-23,197,monthly,115.73,01/10/2016
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,Oct-23,225,monthly,126.77,01/10/2016
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,Oct-23,346,monthly,117.97,01/10/2016
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,Nov-23,152,monthly,107.89,01/11/2016
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,Nov-23,369,monthly,125.91,01/11/2016
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,Nov-23,269,monthly,115.34,01/11/2016
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,Nov-23,249,monthly,126,01/11/2016
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,Nov-23,281,monthly,116.91,01/11/2016
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,Dec-23,209,monthly,108.11,01/12/2016
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,Dec-23,367,monthly,125.88,01/12/2016
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,Dec-23,272,monthly,117.7,01/12/2016
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,Dec-23,211,monthly,124.8,01/12/2016
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,Dec-23,321,monthly,117.9,01/12/2016
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,Jan-23,154,monthly,111.22,01/01/2017
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,Jan-23,360,monthly,125.77,01/01/2017
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,Jan-23,200,monthly,118.67,01/01/2017
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,Jan-23,208,monthly,123.98,01/01/2017
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,Jan-23,259,monthly,118.65,01/01/2017
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,Feb-23,149,monthly,107.1,01/02/2017
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,Feb-23,423,monthly,127.15,01/02/2017
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,Feb-23,215,monthly,118.75,01/02/2017
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,Feb-23,189,monthly,122.21,01/02/2017
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,Feb-23,219,monthly,119.75,01/02/2017
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,Mar-23,221,monthly,105.74,01/03/2017
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,Mar-23,447,monthly,127.68,01/03/2017
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,Mar-23,293,monthly,117.84,01/03/2017
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,Mar-23,274,monthly,121.22,01/03/2017
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,Mar-23,282,monthly,119.28,01/03/2017
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,Apr-23,177,monthly,103.83,01/04/2017
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,Apr-23,408,monthly,127.96,01/04/2017
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,Apr-23,195,monthly,116.94,01/04/2017
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,Apr-23,214,monthly,123.12,01/04/2017
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,Apr-23,234,monthly,120.89,01/04/2017
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,May-23,161,monthly,105.95,01/05/2017
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,May-23,404,monthly,127.69,01/05/2017
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,May-23,199,monthly,117.92,01/05/2017
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,May-23,244,monthly,125.48,01/05/2017
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,May-23,258,monthly,121.18,01/05/2017
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,Jun-23,244,monthly,109.55,01/06/2017
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,Jun-23,451,monthly,129.19,01/06/2017
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,Jun-23,249,monthly,117.34,01/06/2017
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,Jun-23,290,monthly,127.02,01/06/2017
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,Jun-23,407,monthly,124.51,01/06/2017
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,Jul-23,153,monthly,112.39,01/07/2017
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,Jul-23,430,monthly,130.54,01/07/2017
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,Jul-23,248,monthly,118.66,01/07/2017
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,Jul-23,239,monthly,127.59,01/07/2017
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,Jul-23,307,monthly,127.4,01/07/2017
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,Aug-23,198,monthly,112.32,01/08/2017
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,Aug-23,434,monthly,130.97,01/08/2017
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,Aug-23,268,monthly,118.44,01/08/2017
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,Aug-23,267,monthly,127.58,01/08/2017
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,Aug-23,269,monthly,128.36,01/08/2017
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,Sep-23,187,monthly,112.33,01/09/2017
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,Sep-23,460,monthly,131.18,01/09/2017
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,Sep-23,233,monthly,118.6,01/09/2017
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,Sep-23,215,monthly,127.95,01/09/2017
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,Sep-23,350,monthly,128.65,01/09/2017
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,Oct-23,184,monthly,108.45,01/10/2017
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,Oct-23,420,monthly,130.08,01/10/2017
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,Oct-23,217,monthly,116.99,01/10/2017
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,Oct-23,258,monthly,126.21,01/10/2017
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,Oct-23,384,monthly,125.97,01/10/2017
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,Nov-23,194,monthly,109.96,01/11/2017
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,Nov-23,384,monthly,130.06,01/11/2017
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,Nov-23,221,monthly,116.23,01/11/2017
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,Nov-23,206,monthly,125.78,01/11/2017
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,Nov-23,309,monthly,124.63,01/11/2017
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,Dec-23,173,monthly,109.7,01/12/2017
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,Dec-23,394,monthly,129.65,01/12/2017
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,Dec-23,249,monthly,113.76,01/12/2017
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,Dec-23,225,monthly,125.06,01/12/2017
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,Dec-23,258,monthly,121.54,01/12/2017
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,Jan-23,127,monthly,111.68,01/01/2018
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,Jan-23,326,monthly,128.91,01/01/2018
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,Jan-23,216,monthly,114.85,01/01/2018
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,Jan-23,186,monthly,124.99,01/01/2018
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,Jan-23,207,monthly,121.82,01/01/2018
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,Feb-23,152,monthly,113.69,01/02/2018
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,Feb-23,277,monthly,128.47,01/02/2018
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,Feb-23,199,monthly,115.6,01/02/2018
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,Feb-23,198,monthly,125.83,01/02/2018
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,Feb-23,234,monthly,122.22,01/02/2018
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,Mar-23,153,monthly,110.87,01/03/2018
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,Mar-23,314,monthly,126.74,01/03/2018
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,Mar-23,236,monthly,117.34,01/03/2018
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,Mar-23,237,monthly,125.79,01/03/2018
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,Mar-23,265,monthly,122.09,01/03/2018
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,Apr-23,132,monthly,112.56,01/04/2018
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,Apr-23,283,monthly,127.51,01/04/2018
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,Apr-23,211,monthly,116.66,01/04/2018
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,Apr-23,165,monthly,125.59,01/04/2018
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,Apr-23,292,monthly,120.66,01/04/2018
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,May-23,142,monthly,108.86,01/05/2018
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,May-23,329,monthly,128.3,01/05/2018
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,May-23,220,monthly,114.73,01/05/2018
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,May-23,200,monthly,125.99,01/05/2018
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,May-23,318,monthly,121.8,01/05/2018
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,Jun-23,160,monthly,110.51,01/06/2018
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,Jun-23,389,monthly,129.45,01/06/2018
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,Jun-23,258,monthly,115.63,01/06/2018
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,Jun-23,240,monthly,125.51,01/06/2018
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,Jun-23,312,monthly,122.48,01/06/2018
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,Jul-23,161,monthly,108.83,01/07/2018
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,Jul-23,385,monthly,129.62,01/07/2018
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,Jul-23,257,monthly,116,01/07/2018
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,Jul-23,230,monthly,125.88,01/07/2018
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,Jul-23,401,monthly,122.64,01/07/2018
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,Aug-23,189,monthly,107.49,01/08/2018
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,Aug-23,417,monthly,128.81,01/08/2018
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,Aug-23,274,monthly,117.75,01/08/2018
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,Aug-23,244,monthly,125.04,01/08/2018
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,Aug-23,343,monthly,121.98,01/08/2018
Camden,http://landregistry.data.gov.uk/id/region/camden,E09000007,Sep-23,137,monthly,106.2,01/09/2018
Croydon,http://landregistry.data.gov.uk/id/region/croydon,E09000008,Sep-23,350,monthly,128.73,01/09/2018
Ealing,http://landregistry.data.gov.uk/id/region/ealing,E09000009,Sep-23,236,monthly,117.67,01/09/2018
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,Sep-23,238,monthly,124.89,01/09/2018
