Name,URI,Region GSS code,Period,Sales volume,Reporting period,House price index All property types,Pivotable date
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,2019-10,292,monthly,122.08,01/10/2019
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,2019-10,223,monthly,124.01,01/10/2019
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,2019-10,177,monthly,104.09,01/10/2019
Harrow,http://landregistry.data.gov.uk/id/region/harrow,E09000015,2019-11,207,monthly,115.41,01/11/2019
Havering,http://landregistry.data.gov.uk/id/region/havering,E09000016,2019-11,328,monthly,131.52,01/11/2019
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,2019-11,255,monthly,123.14,01/11/2019
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,2019-11,194,monthly,122.24,01/11/2019
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,2019-11,160,monthly,101.79,01/11/2019
Harrow,http://landregistry.data.gov.uk/id/region/harrow,E09000015,2019-12,186,monthly,114.5,01/12/2019
Havering,http://landregistry.data.gov.uk/id/region/havering,E09000016,2019-12,268,monthly,131.32,01/12/2019
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,2019-12,240,monthly,122.25,01/12/2019
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,2019-12,177,monthly,122.91,01/12/2019
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,2019-12,124,monthly,104.07,01/12/2019
Harrow,http://landregistry.data.gov.uk/id/region/harrow,E09000015,2020-01,185,monthly,114.5,01/01/2020
Havering,http://landregistry.data.gov.uk/id/region/havering,E09000016,2020-01,257,monthly,130,01/01/2020
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,2020-01,248,monthly,122.54,01/01/2020
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,2020-01,183,monthly,122.77,01/01/2020
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,2020-01,120,monthly,108.04,01/01/2020
Harrow,http://landregistry.data.gov.uk/id/region/harrow,E09000015,2020-02,155,monthly,115.26,01/02/2020
Havering,http://landregistry.data.gov.uk/id/region/havering,E09000016,2020-02,268,monthly,130.85,01/02/2020
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,2020-02,222,monthly,122.08,01/02/2020
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,2020-02,163,monthly,122.98,01/02/2020
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,2020-02,174,monthly,108.51,01/02/2020
Harrow,http://landregistry.data.gov.uk/id/region/harrow,E09000015,2020-03,167,monthly,115.34,01/03/2020
Havering,http://landregistry.data.gov.uk/id/region/havering,E09000016,2020-03,275,monthly,131.3,01/03/2020
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,2020-03,192,monthly,123.61,01/03/2020
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,2020-03,177,monthly,122.23,01/03/2020
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,2020-03,234,monthly,105.62,01/03/2020
Harrow,http://landregistry.data.gov.uk/id/region/harrow,E09000015,2020-04,70,monthly,115.96,01/04/2020
Havering,http://landregistry.data.gov.uk/id/region/havering,E09000016,2020-04,135,monthly,132.38,01/04/2020
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,2020-04,89,monthly,121.66,01/04/2020
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,2020-04,89,monthly,120.07,01/04/2020
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,2020-04,82,monthly,103.95,01/04/2020
Harrow,http://landregistry.data.gov.uk/id/region/harrow,E09000015,2020-05,65,monthly,115.29,01/05/2020
Havering,http://landregistry.data.gov.uk/id/region/havering,E09000016,2020-05,145,monthly,132.14,01/05/2020
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,2020-05,101,monthly,123.09,01/05/2020
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,2020-05,67,monthly,119.23,01/05/2020
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,2020-05,64,monthly,102.52,01/05/2020
Harrow,http://landregistry.data.gov.uk/id/region/harrow,E09000015,2020-06,122,monthly,114.47,01/06/2020
Havering,http://landregistry.data.gov.uk/id/region/havering,E09000016,2020-06,239,monthly,133.61,01/06/2020
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,2020-06,131,monthly,121.98,01/06/2020
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,2020-06,92,monthly,118.61,01/06/2020
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,2020-06,69,monthly,103.99,01/06/2020
Harrow,http://landregistry.data.gov.uk/id/region/harrow,E09000015,2020-07,124,monthly,115.8,01/07/2020
Havering,http://landregistry.data.gov.uk/id/region/havering,E09000016,2020-07,227,monthly,134.53,01/07/2020
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,2020-07,192,monthly,123.84,01/07/2020
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,2020-07,135,monthly,118.68,01/07/2020
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,2020-07,114,monthly,106.26,01/07/2020
Harrow,http://landregistry.data.gov.uk/id/region/harrow,E09000015,2020-08,133,monthly,116.88,01/08/2020
Havering,http://landregistry.data.gov.uk/id/region/havering,E09000016,2020-08,230,monthly,134.49,01/08/2020
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,2020-08,211,monthly,124.15,01/08/2020
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,2020-08,138,monthly,122.63,01/08/2020
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,2020-08,112,monthly,109.96,01/08/2020
Harrow,http://landregistry.data.gov.uk/id/region/harrow,E09000015,2020-09,174,monthly,118,01/09/2020
Havering,http://landregistry.data.gov.uk/id/region/havering,E09000016,2020-09,270,monthly,133.44,01/09/2020
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,2020-09,216,monthly,124.51,01/09/2020
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,2020-09,174,monthly,125.88,01/09/2020
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,2020-09,192,monthly,111.44,01/09/2020
Harrow,http://landregistry.data.gov.uk/id/region/harrow,E09000015,2020-10,181,monthly,117.8,01/10/2020
Havering,http://landregistry.data.gov.uk/id/region/havering,E09000016,2020-10,318,monthly,133.04,01/10/2020
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,2020-10,282,monthly,125.53,01/10/2020
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,2020-10,177,monthly,127.9,01/10/2020
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,2020-10,164,monthly,111.07,01/10/2020
Harrow,http://landregistry.data.gov.uk/id/region/harrow,E09000015,2020-11,171,monthly,118.95,01/11/2020
Havering,http://landregistry.data.gov.uk/id/region/havering,E09000016,2020-11,275,monthly,134.04,01/11/2020
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,2020-11,285,monthly,126.1,01/11/2020
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,2020-11,212,monthly,129.28,01/11/2020
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,2020-11,165,monthly,108.52,01/11/2020
Harrow,http://landregistry.data.gov.uk/id/region/harrow,E09000015,2020-12,166,monthly,120.43,01/12/2020
Havering,http://landregistry.data.gov.uk/id/region/havering,E09000016,2020-12,380,monthly,135.69,01/12/2020
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,2020-12,328,monthly,128.7,01/12/2020
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,2020-12,221,monthly,127.86,01/12/2020
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,2020-12,261,monthly,107.54,01/12/2020
Harrow,http://landregistry.data.gov.uk/id/region/harrow,E09000015,2021-01,174,monthly,121.44,01/01/2021
Havering,http://landregistry.data.gov.uk/id/region/havering,E09000016,2021-01,338,monthly,137.02,01/01/2021
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,2021-01,238,monthly,129.18,01/01/2021
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,2021-01,180,monthly,128.02,01/01/2021
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,2021-01,142,monthly,108.82,01/01/2021
Harrow,http://landregistry.data.gov.uk/id/region/harrow,E09000015,2021-02,234,monthly,123.15,01/02/2021
Havering,http://landregistry.data.gov.uk/id/region/havering,E09000016,2021-02,455,monthly,138.4,01/02/2021
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,2021-02,308,monthly,129.4,01/02/2021
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,2021-02,219,monthly,126.03,01/02/2021
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,2021-02,174,monthly,110.36,01/02/2021
Harrow,http://landregistry.data.gov.uk/id/region/harrow,E09000015,2021-03,339,monthly,124.33,01/03/2021
Havering,http://landregistry.data.gov.uk/id/region/havering,E09000016,2021-03,654,monthly,138.46,01/03/2021
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,2021-03,510,monthly,128.69,01/03/2021
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,2021-03,325,monthly,127.01,01/03/2021
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,2021-03,300,monthly,111.28,01/03/2021
Harrow,http://landregistry.data.gov.uk/id/region/harrow,E09000015,2021-04,199,monthly,125.27,01/04/2021
Havering,http://landregistry.data.gov.uk/id/region/havering,E09000016,2021-04,434,monthly,138.71,01/04/2021
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,2021-04,311,monthly,128.97,01/04/2021
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,2021-04,185,monthly,128.39,01/04/2021
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,2021-04,170,monthly,108.35,01/04/2021
Harrow,http://landregistry.data.gov.uk/id/region/harrow,E09000015,2021-05,143,monthly,124.59,01/05/2021
Havering,http://landregistry.data.gov.uk/id/region/havering,E09000016,2021-05,324,monthly,139.05,01/05/2021
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,2021-05,243,monthly,128.38,01/05/2021
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,2021-05,198,monthly,126.42,01/05/2021
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,2021-05,134,monthly,107.35,01/05/2021
Harrow,http://landregistry.data.gov.uk/id/region/harrow,E09000015,2021-06,533,monthly,124.49,01/06/2021
Havering,http://landregistry.data.gov.uk/id/region/havering,E09000016,2021-06,895,monthly,139.45,01/06/2021
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,2021-06,787,monthly,129.13,01/06/2021
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,2021-06,587,monthly,127.11,01/06/2021
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,2021-06,600,monthly,106.8,01/06/2021
Harrow,http://landregistry.data.gov.uk/id/region/harrow,E09000015,2021-07,43,monthly,122.7,01/07/2021
Havering,http://landregistry.data.gov.uk/id/region/havering,E09000016,2021-07,143,monthly,139.8,01/07/2021
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,2021-07,93,monthly,128.76,01/07/2021
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,2021-07,62,monthly,123.75,01/07/2021
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,2021-07,36,monthly,110.08,01/07/2021
Harrow,http://landregistry.data.gov.uk/id/region/harrow,E09000015,2021-08,109,monthly,122.78,01/08/2021
Havering,http://landregistry.data.gov.uk/id/region/havering,E09000016,2021-08,235,monthly,140.84,01/08/2021
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,2021-08,182,monthly,129.67,01/08/2021
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,2021-08,139,monthly,125.95,01/08/2021
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,2021-08,101,monthly,112.96,01/08/2021
Harrow,http://landregistry.data.gov.uk/id/region/harrow,E09000015,2021-09,275,monthly,124.01,01/09/2021
Havering,http://landregistry.data.gov.uk/id/region/havering,E09000016,2021-09,506,monthly,143.25,01/09/2021
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,2021-09,421,monthly,130.4,01/09/2021
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,2021-09,257,monthly,124.93,01/09/2021
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,2021-09,264,monthly,113.77,01/09/2021
Harrow,http://landregistry.data.gov.uk/id/region/harrow,E09000015,2021-10,99,monthly,124.94,01/10/2021
Havering,http://landregistry.data.gov.uk/id/region/havering,E09000016,2021-10,188,monthly,143.66,01/10/2021
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,2021-10,164,monthly,131.4,01/10/2021
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,2021-10,100,monthly,126.59,01/10/2021
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,2021-10,87,monthly,115.12,01/10/2021
Harrow,http://landregistry.data.gov.uk/id/region/harrow,E09000015,2021-11,135,monthly,125.77,01/11/2021
Havering,http://landregistry.data.gov.uk/id/region/havering,E09000016,2021-11,272,monthly,144.83,01/11/2021
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,2021-11,214,monthly,132.45,01/11/2021
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,2021-11,162,monthly,126.22,01/11/2021
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,2021-11,111,monthly,116.04,01/11/2021
Harrow,http://landregistry.data.gov.uk/id/region/harrow,E09000015,2021-12,150,monthly,126.89,01/12/2021
Havering,http://landregistry.data.gov.uk/id/region/havering,E09000016,2021-12,239,monthly,144.13,01/12/2021
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,2021-12,224,monthly,131.66,01/12/2021
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,2021-12,144,monthly,125.81,01/12/2021
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,2021-12,141,monthly,117.03,01/12/2021
Harrow,http://landregistry.data.gov.uk/id/region/harrow,E09000015,2022-01,129,monthly,128.54,01/01/2022
Havering,http://landregistry.data.gov.uk/id/region/havering,E09000016,2022-01,221,monthly,145.81,01/01/2022
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,2022-01,197,monthly,132.34,01/01/2022
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,2022-01,132,monthly,126.8,01/01/2022
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,2022-01,107,monthly,113.55,01/01/2022
Harrow,http://landregistry.data.gov.uk/id/region/harrow,E09000015,2022-02,119,monthly,130.49,01/02/2022
Havering,http://landregistry.data.gov.uk/id/region/havering,E09000016,2022-02,273,monthly,145.88,01/02/2022
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,2022-02,222,monthly,132.94,01/02/2022
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,2022-02,170,monthly,127.24,01/02/2022
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,2022-02,138,monthly,112.4,01/02/2022
Harrow,http://landregistry.data.gov.uk/id/region/harrow,E09000015,2022-03,173,monthly,128.7,01/03/2022
Havering,http://landregistry.data.gov.uk/id/region/havering,E09000016,2022-03,283,monthly,146.55,01/03/2022
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,2022-03,265,monthly,134.61,01/03/2022
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,2022-03,167,monthly,126.15,01/03/2022
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,2022-03,168,monthly,114.02,01/03/2022
Harrow,http://landregistry.data.gov.uk/id/region/harrow,E09000015,2022-04,154,monthly,127.23,01/04/2022
Havering,http://landregistry.data.gov.uk/id/region/havering,E09000016,2022-04,211,monthly,149.1,01/04/2022
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,2022-04,196,monthly,134.6,01/04/2022
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,2022-04,142,monthly,126.73,01/04/2022
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,2022-04,151,monthly,116.9,01/04/2022
Harrow,http://landregistry.data.gov.uk/id/region/harrow,E09000015,2022-05,162,monthly,128.5,01/05/2022
Havering,http://landregistry.data.gov.uk/id/region/havering,E09000016,2022-05,250,monthly,150.7,01/05/2022
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,2022-05,217,monthly,135,01/05/2022
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,2022-05,143,monthly,127.9,01/05/2022
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,2022-05,177,monthly,118,01/05/2022
Harrow,http://landregistry.data.gov.uk/id/region/harrow,E09000015,2022-06,155,monthly,131.8,01/06/2022
Havering,http://landregistry.data.gov.uk/id/region/havering,E09000016,2022-06,266,monthly,151.1,01/06/2022
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,2022-06,202,monthly,136.4,01/06/2022
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,2022-06,153,monthly,132.2,01/06/2022
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,2022-06,164,monthly,115.5,01/06/2022
Harrow,http://landregistry.data.gov.uk/id/region/harrow,E09000015,2022-07,212,monthly,135.5,01/07/2022
Havering,http://landregistry.data.gov.uk/id/region/havering,E09000016,2022-07,293,monthly,151.3,01/07/2022
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,2022-07,249,monthly,138,01/07/2022
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,2022-07,183,monthly,133.7,01/07/2022
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,2022-07,173,monthly,114.7,01/07/2022
Harrow,http://landregistry.data.gov.uk/id/region/harrow,E09000015,2022-08,179,monthly,136.1,01/08/2022
Havering,http://landregistry.data.gov.uk/id/region/havering,E09000016,2022-08,292,monthly,151.8,01/08/2022
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,2022-08,252,monthly,139.5,01/08/2022
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,2022-08,197,monthly,135,01/08/2022
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,2022-08,213,monthly,116.9,01/08/2022
Harrow,http://landregistry.data.gov.uk/id/region/harrow,E09000015,2022-09,193,monthly,135.8,01/09/2022
Havering,http://landregistry.data.gov.uk/id/region/havering,E09000016,2022-09,266,monthly,153.8,01/09/2022
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,2022-09,252,monthly,141.2,01/09/2022
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,2022-09,202,monthly,136.4,01/09/2022
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,2022-09,182,monthly,118.9,01/09/2022
Harrow,http://landregistry.data.gov.uk/id/region/harrow,E09000015,2022-10,153,monthly,134.9,01/10/2022
Havering,http://landregistry.data.gov.uk/id/region/havering,E09000016,2022-10,276,monthly,154.2,01/10/2022
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,2022-10,239,monthly,143,01/10/2022
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,2022-10,204,monthly,137,01/10/2022
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,2022-10,202,monthly,118.4,01/10/2022
Harrow,http://landregistry.data.gov.uk/id/region/harrow,E09000015,2022-11,171,monthly,135.2,01/11/2022
Havering,http://landregistry.data.gov.uk/id/region/havering,E09000016,2022-11,284,monthly,156.3,01/11/2022
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,2022-11,245,monthly,143.4,01/11/2022
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,2022-11,173,monthly,137.8,01/11/2022
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,2022-11,175,monthly,115.9,01/11/2022
Harrow,http://landregistry.data.gov.uk/id/region/harrow,E09000015,2022-12,130,monthly,136.2,01/12/2022
Havering,http://landregistry.data.gov.uk/id/region/havering,E09000016,2022-12,234,monthly,157.3,01/12/2022
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,2022-12,197,monthly,141.3,01/12/2022
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,2022-12,131,monthly,135.3,01/12/2022
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,2022-12,141,monthly,114.2,01/12/2022
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,2019-01,117,monthly,97.87,01/01/2019
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,2019-01,153,monthly,112.91,01/01/2019
Lambeth,http://landregistry.data.gov.uk/id/region/lambeth,E09000022,2019-01,227,monthly,113.74,01/01/2019
Lewisham,http://landregistry.data.gov.uk/id/region/lewisham,E09000023,2019-01,192,monthly,118.22,01/01/2019
Merton,http://landregistry.data.gov.uk/id/region/merton,E09000024,2019-01,167,monthly,120.7,01/01/2019
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,2019-02,94,monthly,95.93,01/02/2019
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,2019-02,166,monthly,111.35,01/02/2019
Lambeth,http://landregistry.data.gov.uk/id/region/lambeth,E09000022,2019-02,207,monthly,112.33,01/02/2019
Lewisham,http://landregistry.data.gov.uk/id/region/lewisham,E09000023,2019-02,201,monthly,117.11,01/02/2019
Merton,http://landregistry.data.gov.uk/id/region/merton,E09000024,2019-02,154,monthly,122.51,01/02/2019
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,2019-03,107,monthly,92.79,01/03/2019
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,2019-03,191,monthly,111.17,01/03/2019
Lambeth,http://landregistry.data.gov.uk/id/region/lambeth,E09000022,2019-03,245,monthly,112.78,01/03/2019
Lewisham,http://landregistry.data.gov.uk/id/region/lewisham,E09000023,2019-03,255,monthly,117.96,01/03/2019
Merton,http://landregistry.data.gov.uk/id/region/merton,E09000024,2019-03,155,monthly,119.05,01/03/2019
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,2019-04,102,monthly,96.21,01/04/2019
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,2019-04,143,monthly,111.11,01/04/2019
Lambeth,http://landregistry.data.gov.uk/id/region/lambeth,E09000022,2019-04,233,monthly,113.26,01/04/2019
Lewisham,http://landregistry.data.gov.uk/id/region/lewisham,E09000023,2019-04,215,monthly,117.79,01/04/2019
Merton,http://landregistry.data.gov.uk/id/region/merton,E09000024,2019-04,177,monthly,118.12,01/04/2019
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,2019-05,114,monthly,93.46,01/05/2019
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,2019-05,170,monthly,110.67,01/05/2019
Lambeth,http://landregistry.data.gov.uk/id/region/lambeth,E09000022,2019-05,333,monthly,112.27,01/05/2019
Lewisham,http://landregistry.data.gov.uk/id/region/lewisham,E09000023,2019-05,251,monthly,118.66,01/05/2019
Merton,http://landregistry.data.gov.uk/id/region/merton,E09000024,2019-05,185,monthly,114.76,01/05/2019
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,2019-06,115,monthly,97.91,01/06/2019
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,2019-06,161,monthly,113.4,01/06/2019
Lambeth,http://landregistry.data.gov.uk/id/region/lambeth,E09000022,2019-06,309,monthly,114.32,01/06/2019
Lewisham,http://landregistry.data.gov.uk/id/region/lewisham,E09000023,2019-06,240,monthly,118.93,01/06/2019
Merton,http://landregistry.data.gov.uk/id/region/merton,E09000024,2019-06,164,monthly,117.08,01/06/2019
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,2019-07,140,monthly,96.41,01/07/2019
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,2019-07,215,monthly,117.47,01/07/2019
Lambeth,http://landregistry.data.gov.uk/id/region/lambeth,E09000022,2019-07,343,monthly,115.59,01/07/2019
Lewisham,http://landregistry.data.gov.uk/id/region/lewisham,E09000023,2019-07,309,monthly,120.57,01/07/2019
Merton,http://landregistry.data.gov.uk/id/region/merton,E09000024,2019-07,212,monthly,118.37,01/07/2019
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,2019-08,132,monthly,94.79,01/08/2019
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,2019-08,219,monthly,118.59,01/08/2019
Lambeth,http://landregistry.data.gov.uk/id/region/lambeth,E09000022,2019-08,345,monthly,117.86,01/08/2019
Lewisham,http://landregistry.data.gov.uk/id/region/lewisham,E09000023,2019-08,334,monthly,122.37,01/08/2019
Merton,http://landregistry.data.gov.uk/id/region/merton,E09000024,2019-08,240,monthly,121.63,01/08/2019
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,2019-09,124,monthly,92.03,01/09/2019
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,2019-09,165,monthly,117.75,01/09/2019
Lambeth,http://landregistry.data.gov.uk/id/region/lambeth,E09000022,2019-09,305,monthly,117.56,01/09/2019
Lewisham,http://landregistry.data.gov.uk/id/region/lewisham,E09000023,2019-09,290,monthly,123.11,01/09/2019
Merton,http://landregistry.data.gov.uk/id/region/merton,E09000024,2019-09,166,monthly,121.37,01/09/2019
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,2019-10,118,monthly,89.48,01/10/2019
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,2019-10,212,monthly,114,01/10/2019
Lambeth,http://landregistry.data.gov.uk/id/region/lambeth,E09000022,2019-10,270,monthly,116.32,01/10/2019
Lewisham,http://landregistry.data.gov.uk/id/region/lewisham,E09000023,2019-10,276,monthly,123.25,01/10/2019
Merton,http://landregistry.data.gov.uk/id/region/merton,E09000024,2019-10,233,monthly,119.66,01/10/2019
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,2019-11,116,monthly,89.2,01/11/2019
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,2019-11,214,monthly,114.95,01/11/2019
Lambeth,http://landregistry.data.gov.uk/id/region/lambeth,E09000022,2019-11,291,monthly,117.14,01/11/2019
Lewisham,http://landregistry.data.gov.uk/id/region/lewisham,E09000023,2019-11,290,monthly,121.38,01/11/2019
